"#SKU","Status","Name (EN)","Tax Code","Price","MSRP","Summary (EN)","Description (EN)","Tags","Categories","Country Catalog","Best Seller","New","Inventory","Weight","Shippable","Base product","Variant Group 1","Variant Group 2","Listing image","Image","All Images","Display Order"
"ESLS002","Active","ESSENTIALS Lip Shield Broad Spectrum SPF 25 (Two-Pack)","P0000000",12,12,"Goes beyond moisturization to provide protective skincare for the lips. Use daily for soft, smooth and healthy-looking lips for the entire family.","<p>  Because the skin on lips is so thin, this area is highly sensitive and particularly vulnerable to showing signs of dryness and aging. ESSENTIALS Lip Shield Broad Spectrum SPF 25 goes beyond moisturization to provide protective skincare for the lips. This hydrating lip balm soothes, softens and protects lips from the aging and burning effects of the sun with SHIELDrf, an exclusive complex of stabilized avobenzone and anti-oxidant/anti-inflammatory colorless carotenoids for effective UVA sunscreen protection. This non-waxy formula contains collagen-stimulating peptides to smooth lip texture, lipid molecules for long-term moisturization and dimethicone to protect the delicate moisture barrier. Vitamins A, C and E provide anti-oxidant protection, while shea butter, avocado and sunflower seed oil hydrate and moisturize. 4.25 g/.15 oz. each, available in packs of two.</p> <p>  <img alt=""The Skin Cancer Foundation Seal of Recommendation for Sunscreens: Daily Use"" src=""https://www.rodanandfields.com/images/Products/SCF_Seal-Daily-small.jpg"" style=""width: 37px; height: 55px;"" /></p>","jewerly","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"ESST125","Active","ESSENTIALS Foaming Sunless Tan","P0000000",18,18,"Dual-active formula ensures even, natural-looking color.  Contains RF-Dcell technology to extend the duration of the sunless tan.","<p>  Protecting skin from the sun is a must, but that doesn&rsquo;t mean you can&rsquo;t achieve a sun-kissed glow the healthy way. The lightweight, oil-free, mess-free sunless tanning foam applies easily and dries quickly. The effective dual-active formula ensures even, natural-looking color without exposure to the harmful UVA and UVB rays. It contains Rodan + Fields&rsquo; RF-Dcell technology, which is derived from dormant narcissus bulb extract, to &ldquo;quench&rdquo; the rate of cell hyper-proliferation and extend the duration of the sunless tan. Antioxidant vitamins A, C and E protect skin from free radical damage. <a href=""https://www.rodanandfields.com/images/Archives/ESS_Sunless_Tan_Drs_Tips.pdf"" target=""_blank"">Click here</a> for tips from Dr. Katie Rodan and Dr. Kathy Fields on achieving best results. 125 mL/4.2 fl. oz.&nbsp;</p>","jewerly","MRK102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"BBLK005","Active","BBLK REVERSE (No Portfolio)","P0000000",650,650,"BBLK REVERSE (No Portfolio)","<p>  BBLK REVERSE (No Portfolio)</p>","jewerly","HND101","US",,,0,,1,,,,"images/no_image_available.png","images/no_image_available.png","images/products/images2.jpg",
"PFC0001","Active","PFC $1 Donation","ON020000",1,1,"Support the Prescription for Change Foundation with a $1 donation.","<p>  Donate to the Prescription for Change Foundation today and make a difference in your community. Add this $1 donation to the PFC Foundation to your next auto-ship order today. Your donations will help us achieve our goal to add three new Salvation Army partner centers in 2012. The top three states with the most money raised will get a new partner center in their hometown.</p>","jewerly","ANT101","US",,,1,,,,,"red","images/no_image_available.png","images/no_image_available.png",,
"NCBS004","Active","Rodan + Fields Bumper Sticker Collection","P0000000",4,4,"These assorted Rodan + Fields bumper stickers are perfect for spreading the word about R+F when you’re on the go.","<p>  These assorted Rodan + Fields bumper stickers are perfect for spreading the word about R+F when you&rsquo;re on the go. Pack comes with four R+F designs to choose from.<br />  <br />  Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","jewerly,strange","MRK101,ANT103","US",,,1,,1,,,"blue","images/no_image_available.png","images/no_image_available.png",,
"NCBS005","Active","Rodan + Fields Bumper Sticker – 5 Pack","P0000000",3,3,"Promote your Rodan + Fields business on the go with these custom bumper stickers.","<p>  Promote your Rodan + Fields business on the go with these custom bumper stickers. These come in a pack of five&mdash;keep one for yourself and share the rest with your team.<br />  <br />  Item not eligible to add to your CRP replenishment order, available while supplies last. Consultant price below reflects sale pricing.</p>","jewerly",,"US",,,1,,1,,,"green","images/no_image_available.png","images/no_image_available.png",,
"NCPH001","Active","Rodan + Fields Travel Wallet","P0000000",13,13,"Travel smart with the sleek, sophisticated Rodan + Fields Travel Wallet.","<p>  Keep all of your necessities secured while you&rsquo;re on-the-go with this sleek, sophisticated Rodan + Fields Travel Wallet.<br />  <br />  Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","jewerly","MRK101","US",,,1,,1,,,"red","images/no_image_available.png","images/no_image_available.png",,
"AAHR001","Active","REDEFINE Hand Treatment Regimen","P0000000",50,50,"Our Multi-Med<sup>®</sup> Therapy solution for reducing the visible signs of aging on the hands. Minimizes the appearance of age spots, visibly brightens skin, diminishes visible redness and reduces the appearance of wrinkles and crepey skin.","<p>  Our hands are among the hardest working and most environmentally vulnerable parts of our bodies. That&rsquo;s why the backs of people&rsquo;s hands often look so much older than their faces. To defend against the telltale signs of skin aging, we created the REDEFINE Hand Treatment Regimen. It visibly brightens, diminishes visible redness and reduces the appearance of brown spots, wrinkles and thin, crepey skin.&nbsp; Regimen includes REDEFINE Hand Brightening Treatment and REDEFINE Age Shield Hand Balm. 50 mL/1.7 fl.oz and 30g/1.0 oz.</p>","jewerly","SPC100","US",,,1,,1,,,"blue","images/no_image_available.png","images/no_image_available.png",,
"AAHC050","Active","REDEFINE Brightening Hand Treatment","P0000000",24,24,"Hydrating formula helps retain skin’s natural moisturizing factors to effectively improve elasticity and resiliency, while skin brighteners visibly even skin tone and improve the appearance of hands.","<p>  Our hands are among the hardest working and most environmentally vulnerable parts of our bodies. Yet, when it comes to skincare, they are too often over-looked. The result: brown spots, thin, crepey skin, wrinkles and dryness. REDEFINE Brightening Hand Treatment relieves the discomfort associated with hand washing and the drying effects of the environment. This nongreasy treatment helps retain skin&rsquo;s natural moisturizing factors to effectively improve elasticity and resiliency, while skin brighteners visibly even skin tone and improve the appearance of hands. 50 mL/1.7 fl. oz.</p>","jewerly","ANT102","US",,1,1,,1,,"gold","green","images/no_image_available.png","images/no_image_available.png",,
"AAHB030","Active","REDEFINE Age Shield Hand Balm","P0000000",32,32,"Multitasking balm deposits the visible spot-reducing and firming benefits of pure vitamin C and the broad spectrum UVA/UVB SPF 30 protection benefits of SHIELD<sup>rf</sup> sunscreen technology onto the backs of hands.","<p>  80% of how we age is within our control but most of us forget that this applies to 100% of our skin. That&rsquo;s why the backs of peoples&rsquo; hands often look so much older than their faces. To defend against the telltale signs of aging hands and to help them look their youthful best, we created Rodan + Fields REDEFINE Age Shield Hand Balm SPF 30. In convenient stick form, this multitasking balm easily glides onto the back of hands, depositing the visible spot-reducing and firming benefits of pure vitamin C and the broad spectrum UVA/UVB SPF 30 protection benefits of SHIELD<sup>rf</sup> sunscreen technology. Perfect for on-the-go sunscreen reapplication throughout the day. 30g/1.0 oz.</p> <p>  <img alt=""The Skin Cancer Foundation Seal of Recommendation for Sunscreens: Daily Use"" src=""https://www.rodanandfields.com/images/Products/SCF_Seal-Daily-small.jpg"" /></p>","jewerly","ANT104","US",,,1,,1,,"silver",,"images/no_image_available.png","images/no_image_available.png",,
"AALS060","Active","REDEFINE Lip Renewing Serum","P0000000",41,41,"Each peptide and antioxidant-rich capsule helps lips retain natural moisturizing factors, visibly smoothes lip texture and reduces the appearance of lip wrinkles.","<p>  When it comes to lips, time and the environment take their toll in a profound way. The smooth, naturally full, defined lips that nature gives us will, over time, become thinner, flatter, less rosy and more lined. Reclaim or maintain the lips of youth with REDEFINE Lip Renewing Serum. Each peptide and antioxidant-rich capsule helps lips retain natural moisturizing factors, smoothes lip texture and reduces the appearance of lip wrinkles. 60 capsules.</p>","antique","MRK101","US",,,1,,1,,"metal",,"images/no_image_available.png","images/no_image_available.png",,
"PFCB001H","Active","Write Your Skin a Prescription for Change","P0000000",0,0,"The Doctors' National Bestselling book is your go-to guide for taking control of your skin's destiny","<p>  The Doctors are in. National Bestselling book <span style=""font-style:italic;"">Write Your Skin a Prescription for Change</span> offers unique insights from Dr. Katie Rodan and Dr. Kathy Fields&#39; more than twenty-five years in the dermatology trenches. Their perspective is compelling and will inspire the choices that can help you look and feel your best today, tomorrow, and well into the future. Whether you&#39;re 18 or 81, it&#39;s never too late to change your skin&#39;s destiny. <a href=""http://www.pairodocspublishing.com/pages/buzz.html"" target=""_Blank"">Read reviews.</a></p>","antique","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"SOMO050","Active","SOOTHE Moisture Replenishing Cream","P0000000",40,40,"Rich, dewy formula soothes, hydrates and nourishes. Utilizes RF COLD FISSION™ technology to replenish skin’s natural moisturizing factors without the use of traditional emulsifiers.","<p>  Rich, dewy formula replenishes skin&rsquo;s natural moisturizing factors as it soothes, hydrates and nourishes. Nearly all of the formula (over 98%) is an exclusive blend of skin beneficial moisturizers, humectants, skin conditioners and protectants that offer effective, long-lasting moisturization. Natural oils and fatty acids provide beneficial omega 3, 6 and 9 while chamomile calms fragile, sensitive skin. Formulated utilizing RF COLD FISSION&trade;, a patent-pending technology ideal for sensitive skin. 50 mL/1.7 Fl.Oz.</p>","antique","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"GYGO001","Active","Get Your Glow On Holiday Collection","P0000000",40,40,"Make a glowing impression as you work this year’s holiday party circuit with everything you need for smooth, even, sun-kissed skin.","<p>  Make a glowing impression as you work this year&rsquo;s holiday party circuit with everything you need for smooth, even, sun-kissed skin. Collection includes ESSENTIALS Foaming Sunless Tan 125 mL/4.2 fl.oz.; and ENHANCEMENTS Body Micro-Dermabrasion 54 g/1.9 oz; with a complimentary ESSENTIALS Daily Body Moisturizer 200 mL/6.8 fl.oz.; to help the glow last longer. Collection available now through December 31, 2011 while supplies last*.<br />  <br />  <em>*If you add this item to your auto-ship cart, after December 31st your cart will be updated with ESSENTIALS Foaming Sunless Tan and ENHANCEMENTS Body Micro-Dermabrasion at the standard price.</em></p>","antique,jewerly","HND102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png","images/products/images4.jpg",
"RFMP005","Active","Product Catalog – 5 Pack","PB100000",5,5,"The Rodan + Fields Product catalog showcasing the entire product line.","<p>  The Rodan + Fields Product catalog showcasing the Rodan + Fields product philosophy and regimens, with details on the entire product line.<br />  <br />  Pack includes five catalogs. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RFSB001","Active","Consultant Business Kit Carrying Box","P0000000",25,25,"The perfect way to carry all of your Rodan + Fields products to meetings.","<p>  The Consultant Business Kit Carrying Box is the perfect way to carry all of your Rodan + Fields products to meetings. Branded handle box fits all the contents of your Big Business Launch Kit or RFx Express Kit.<br />  <br />  Cardboard box measures 24 1/2&quot; x 14&quot; x 17 1/2&quot; and arrives assembled in an outer shipper to protect it during delivery. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","ANT105","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RFSB002","Active","Consultant Business Kit Carrying Box (2-Pack)","P0000000",36,36,"The perfect way to carry all of your Rodan + Fields products to meetings.","<p>  The Consultant Business Kit Carrying Box is the perfect way to carry all of your Rodan + Fields products to meetings. Branded handle box fits all the contents of your Big Business Launch Kit or RF<sup>x</sup> Express Kit.<br />  <br />  Set of two boxes is shipped unassembled but includes assembly instructions. Each assembled cardboard box measures 24 1/2&quot; x 14&quot; x 17 1/2&quot;. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","ANT102","US",,,0,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"BPREP01","Active","Business Portfolio","P0000000",25,25,"The Rodan + Fields<sup>&reg;</sup> Business Portfolio and REDEFINE DVD.","<p>  The Rodan + Fields Business Portfolio takes you on a journey&mdash;learn how Dr. Rodan and Dr. Fields started the company, understand our philosophy and get to know the brand. Also included is the REDEFINE DVD which includes the Doctors&rsquo; Business Introduction, the REDEFINE Commercial and Overview, REDEFINE MACRO Exfoliator&trade; Promo Video and Rodan + Fields Independent Consultant Testimonial videos.</p> <p>  Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","MRK101,ANT104","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RFRJ050","Active","Receipt Book","P0000000",5,5,"This book of Rodan + Fields receipts makes it simple and easy to provide receipts for your Customers at your next Rodan + Fields event.","<p>  This book of Rodan + Fields receipts makes it simple and easy to provide receipts for your Customers at your next Rodan + Fields event. The book includes 50 receipts with 3 copies of each&mdash;one for you, one for your Customer, and one for your Customer to give back to you should they want to return a product. Our return policy is included on each receipt. For information about using receipts, please refer to Section 6i of the Policies and Procedures.<br />  <br />  Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","MRK102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"AAMDi25","Active","REDEFINE Regimen Brochure – 25 Pack","P0000000",5,5,"This detailed tri-fold brochure contains in-depth information about Rodan + Fields REDEFINE, including how the regimen works, our MACRO Exfoliator™, how to get started, tips from the Doctors and supplemental product recommendations.","<p>  This detailed tri-fold brochure contains in-depth information about Rodan + Fields REDEFINE, including how the regimen works, our MACRO Exfoliator&trade;, how to get started, tips from the Doctors and supplemental product recommendations. One brochure is included in each REDEFINE Regimen order.<br />  <br />  Available in packs of 25, these brochures are great for explaining the details of REDEFINE and how new Customers or Consultants can get started. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique",,"US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RVRi025","Active","REVERSE Regimen Brochure – 25 Pack","P0000000",5,5,"This detailed, brochure contains in depth information about the Rodan + Fields REVERSE Regimen, including how the regimen works, how to get started, tips from the Doctors, and supplemental product recommendations.","<p>  These detailed brochures contain in depth information about the Rodan + Fields&reg; REVERSE Regimen, including how the regimen works, how to get started, tips from the Doctors and supplemental product recommendations. One brochure is included in each REVERSE Regimen order.<br />  <br />  Available in packs of 25, these brochures are great for explaining the details of REVERSE and how new Customers and Consultants can get started. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","ANT101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"SOORi25","Active","SOOTHE Regimen Brochure – 25 Pack","P0000000",5,5,"This detailed, tri-fold brochure contains in depth information about the Rodan + Fields SOOTHE Regimen, including how the regimen works, how to get started, tips from the Doctors, and supplemental product recommendations.","<p>  This detailed, tri-fold brochure contains in depth information about the Rodan + Fields SOOTHE Regimen, including how the regimen works, how to get started, tips from the Doctors, and supplemental product recommendations. One brochure is included in each SOOTHE Regimen order.<br />  <br />  Available in packs of 25, these brochures are great for explaining the details of SOOTHE and how new Customers or Consultants can get started. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","MRK101,ANT103","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"UNBi025","Active","UNBLEMISH Regimen Brochure – 25 Pack","P0000000",5,5,"This detailed, tri-fold brochure contains in depth information about the Rodan + Fields UNBLEMISH Regimen, including how the regimen works, how to get started, tips from the Doctors, and supplemental product recommendations.","<p>  This detailed, tri-fold brochure contains in depth information about the Rodan + Fields UNBLEMISH Regimen, including how the regimen works, how to get started, tips from the Doctors, and supplemental product recommendations. One brochure is included in each UNBLEMISH Regimen order.<br />  <br />  Available in packs of 25, these brochures are great for explaining the details of UNBLEMISH and how new Customers or Consultants can get started. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","HND101","US",,,0,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"CSCLPF5","Active","Rodan + Fields Folder – 5 Pack","P0000000",6,6,"Keep all of your materials organized in style with this Rodan + Fields folder.","<p>  Keep all of your materials organized in style with this Rodan + Fields folder. The front cover features a picture of the Doctors. Inside there is a picture of the REDEFINE, REVERSE, SOOTHE and UNBLEMISH regimens.<br />  <br />  Each folder is 9 x 12&rdquo; tall. Pack includes five folders. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique,strange","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RFNPP05","Active","Rodan + Fields Notepads – 5 Pack","P0000000",5,5,"Take notes and promote your business with these Rodan + Fields branded notepads.","<p>  Take notes and promote your business with these Rodan + Fields branded notepads.<br />  <br />  Each notepad is 8.5 x 5.5&rdquo; and includes 100 sheets, set includes 5 notepads. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","SPC100","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"AASLT01","Active","Age Assault","P0000000",264,264,"Combat the visible signs of aging with our new Age Assault collection, clinically proven to give Father Time a run for his money.","<p>  Combat the visible signs of aging with our new Age Assault collection, clinically proven to give Father Time a run for his money.&nbsp; Featuring our top selling REDEFINE products at an incredible savings, this comprehensive skincare arsenal can help stop the visible signs of aging in its tracks.</p> <p>  Collection Includes*:</p> <ul>  <li>   REDEFINE Regimen for the Appearance of Lines, Pores and Loss of Firmness (REDEFINE Daily Cleansing Mask 4.2 fl. oz., REDEFINE Pore Minimizing Toner 4.2 fl. oz., REDEFINE Triple Defense Treatment 1 fl. oz., REDEFINE Overnight Restorative Cream 1 fl. oz.)</li>  <li>   REDEFINE Multi-Function Eye Cream (.5 fl. oz.)</li>  <li>   REDEFINE Night Renewing Serum (60 capsules)</li>  <li>   REDEFINE Lip Renewing Serum (60 capsules)</li> </ul> <p>  &nbsp;</p> <p>  *Collection available for a limited time only while supplies last. Once this special offer ends, all auto-ship carts that include this item will be replaced with the individual products at the standard Customer pricing.</p>","antique","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"DVDP005","Active","REDEFINE DVD (5 Pack)","DV010100",10,10,"The Rodan + Fields<sup>®</sup> REDEFINE DVD is a great tool to support your next business event.","<p>  The Rodan + Fields<sup>&reg;</sup> REDEFINE DVD is a great tool to support your next business event. The DVD includes the Doctors&rsquo; Business Introduction, the REDEFINE Commercial and Overview, REDEFINE MACRO Exfoliator&trade; Promo Video, REDEFINE AMP MD&trade; &ldquo;How Do You Roll?&rdquo; Commercial and Rodan + Fields Independent Consultant Testimonial videos.</p> <p>  Pack includes 5 DVDs. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","ANT103","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"PTPK002","Active","AMP MD™ Purification Tablets","P0000000",14,14,"Use AMP MD™ Purification Tablets weekly to deep clean your AMP MD Roller.","<p>  Use AMP MD&trade; Purification Tablets weekly to deep clean your AMP MD Roller. Effervescent tablets dissolve in warm water and fade from blue to clear to signal cleansing is complete. Package contains 16 tablets for a two month supply.</p>","antique",,"US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"AAMEX01","Active","REDEFINE MACRO Exfoliator™","P0000000",210,210,"Reclaim your skin’s radiant glow in just five minutes with the REDEFINE MACRO Exfoliator™. Used once a week, this hand-held, personal use exfoliation tool sweeps away dead skin cells leaving behind a smoother, healthier-looking and more luminous complexion.","<p>  Reclaim your skin&rsquo;s radiant glow in just five minutes with the REDEFINE MACRO Exfoliator&trade;.&nbsp; Used once a week, this hand-held, personal use exfoliation tool sweeps away dead skin cells leaving behind a smoother, healthier-looking and more luminous complexion.&nbsp; The proof is in the filter where you can see the dulling, dead outermost skin cells and debris that have been covering up your best skin.</p> <p>  It features patent-pending DOC-SMART&trade; technology, developed and programmed by Dr. Katie Rodan and Dr. Kathy Fields, to vary the degree and duration of macro-exfoliation based on facial area. So effective, the REDEFINE MACRO Exfoliator is clinically proven to visibly improve skin texture after only one use.&nbsp;</p> <p>  <b>The REDEFINE MACRO Exfoliator should not be used if you have the following skin conditions: broken capillaries, rosacea, eczema, psoriasis, seborrheic dermatitis, facial warts, active acne, infection, open wounds or sensitive skin. If you are unsure about your skin condition, we recommend consulting your healthcare professional before using the MACRO Exfoliator.</b></p> <p>  If the MACRO Exfoliator is added to an auto-ship order, the subsequent order will be the REDEFINE MACRO Exfoliator Support Kit. Customers can change their auto-ship order at any time before the order ships and will receive an e-mail confirmation notifying them of this change.</p> <p>  Product contents: &nbsp;Rechargeable MACRO Exfoliator, MACRO Exfoliator Cooling Gels (8 Gels, 2 mL each), Charging Base, AC Adaptor, User Guide, Quick Start Guide, Tip Cleaning Brush, Spare Exfoliation Filter, Spare Filter Pads (52 pads), Tweezers</p>","antique","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"PCIMCK1","Active","REDEFINE Mirror and post card","P0000000",0,0,"REDEFINE Mirror and post card","<p>  REDEFINE Mirror and post card</p>","antique",,"US",,,0,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"DCCSB01","Active","RF Monogram Scarf","PC040143",15,15,"Stay warm and chic with this RF Monogram scarf.","<p>  Stay warm and chic with this RF Monogram scarf. Available in blue, scarf features RF Monogram logo and measures 70&rdquo; x 30.&rdquo; Includes a distressed fringe edge.&nbsp; Material is a cotton/polyester blend.</p> <p>  Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","jewerly","MRK102","US",,1,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"DCLLT03","Active","Rodan + Fields Monogram Luggage Tag Set","P0000000",12,12,"Spread the word about your business and travel in style with these Rodan + Fields monogram luggage tags.","<p>  Spread the word about your business and travel in style with these Rodan + Fields monogram luggage tags.&nbsp; This 3-pack set includes one blue, green and purple luggage tag with the &ldquo;RF&rdquo; monogram.&nbsp; Tag material is faux, pebbled leather and allows space to insert a business card. Each tag measures 4&rdquo; x 2.5.&rdquo;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p> <p>  Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","jewerly",,"US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"DCTSG03","Active","Touch Screen Compatible Gloves 3-Pack","PC040122",12,12,"Stay warm and tech savvy with these cotton knit gloves, compatible with touchscreen smart phones, tablets and e-readers.","<p>  Stay warm and tech savvy with these cotton knit gloves, compatible with touchscreen smart phones, tablets and e-readers.&nbsp; Includes three pairs of unisex styles/sizes: Blue, gray and stripes. One size fits most.</p> <p>  Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","jewerly,strange","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"DCTatS3","Active","Rodan + Fields Temporary Glitter Tattoos Set","P0000000",10,10,"Show off your Rodan + Fields pride with these branded temporary tattoos.","<p>  Show off your Rodan + Fields pride with these branded temporary glitter tattoos.&nbsp; Each set includes three 5&rdquo; x 7&rdquo; glitter tattoo sheets, each sheet containing five separate tattoo designs: the R+F logo, our <em>goBig </em>Convention 2013 logo, Aging &hellip; REDEFINED logo, PFC logo and the RF Monogram.&nbsp; Water required for tattoo application.&nbsp; Caution: Do not apply to sensitive skin, near eyes or if allergic to adhesive.</p> <p>  Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","jewerly","ANT101","US",,,0,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"PFCC001","Active","PFC Foundation Commemorative Medallion","P0000000",25,25,"Support the PFC Foundation today with this commemorative medallion.","<p>  Support the Rodan + Fields Prescription For Change&trade; Foundation today and add this exclusive medallion to your collection, designed by artist and former Rodan + Fields Vice President of Sales Chris Diaz. Medallion is made of silver and measures 1.5&rdquo; in diameter. Each purchase includes a $20 donation to the PFC Foundation.</p> <p>  Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","jewerly","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"DCBP004","Active","Banner Pens 4-Pack","P0000000",5,5,"Advertise your business with Rodan + Fields branded banner pens.","<p>  Advertise your business with Rodan + Fields<sup>&reg;</sup> branded banner pens.&nbsp; Each pen in this 4-pack includes a retractable banner featuring a unique design: DSA Powerhouse, Aging &hellip; REDEFINED, Put the Power of Macro-Economics to Work for You, and Changing Skin &hellip; Changing Lives.</p> <p>  Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","jewerly","HND102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"BKBP001","Active","Business Kit Booster Pack","P0000000",300,300,"This Business Kit Booster Pack is available to our new Consultants only, as part of the Express Enrollment process. This collection of products, valued at over $575, ensures new Consultants have everything they need to share Rodan + Fields. This one-time only offer is the new default CRP option through Express Consultant Enrollment.","<p>  The Business Kit Booster Pack includes: REVERSE Skin Lightening Accelerator Pack (2 products; Skin Lightening Toner 125 mL/4.2 fl. oz.; Skin Lightening Treatment 50 mL/1.7 fl. oz.); REDEFINE Multi-Function Eye Cream 15 mL/0.5 fl. oz.; REDEFINE Eye Cloths (30 cloths); REDEFINE Brightening Hand Treatment 50 mL/1.7 fl. oz.; REDEFINE Lip Renewing Serum (60 capsules); ESSENTIALS Daily Body Moisturizer 200 mL/6.8 fl. oz; ESSENTIALS Lip Shield SPF 25 (two-pack) 4.25 g/.15 oz. each; ESSENTIALS Foaming Sunless Tan 125 mL/4.2 fl. oz. ; ESSENTIALS SPF 30 Body Sunscreen 150 mL/5.0 fl. oz.; MAXIMUM D3&reg; Vitamin D3 Supplement (Package includes 5 once-weekly doses); ENHANCEMENTS Micro-Dermabrasion Paste 125mL/4.2 fl. oz.; ENHANCEMENTS Body Micro-Dermabrasion 54 g/1.9 oz.; ENHANCEMENTS Lip Micro-Dermabrasion 2.0 g/.07 oz.; ENHANCEMENTS Mineral Peptides SPF 20 - in Medium 4 g/.14 fl. oz.; ENHANCEMENTS Mineral Peptides Brush; and Dr. Katie Rodan and Dr. Kathy Fields&rsquo; book, Write Your Skin a Prescription for Change.</p> <p>  &nbsp;</p>","jewerly","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"AABSCK2","Active","REDEFINE Business Support Kit","P0000000",45,45,"This limited edition REDEFINE Business Support Kit will help you share our REDEFINE products and the Rodan + Fields business with prospects and customers.","<p>  This limited edition REDEFINE Business Support Kit will help you share our REDEFINE products and the Rodan + Fields business with prospects and customers. The kit includes one REDEFINE DVD, 5 pack of MACRO Exfoliator Tips, set of 5 centerpieces, 5 magalogs, 25 MACRO Exfoliator prospecting postcards, 25 REDEFINE inserts, one REDEFINE Regimen bag, and a set of 20 &ldquo;Now Known as REDEFINE&rdquo; stickers to place on your existing ANTI-AGE products. Available only while supplies last.</p> <p>  Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","jewerly","ANT105","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
